,year,state_abbr,state_name,population,violent_crime,homicide,rape_legacy,rape_revised,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft,caveats,all_crimes
527,1989,KS,Kansas,2513000,10073,138,917.0,,2508,6510,115146,29871,77802,7473,,249521
528,1989,KY,Kentucky,3727000,13302,293,917.0,,2836,9256,110328,30526,71611,8191,,246343
529,1989,LA,Louisiana,4382000,34257,653,1675.0,,10397,21532,239235,64184,152209,22842,,545309
530,1989,MA,Massachusetts,5913000,39912,254,1881.0,,11980,25797,263780,63004,146925,53851,,605503
531,1989,MD,Maryland,4694000,40152,544,1783.0,,15589,22236,220955,52735,137043,31177,,520431
532,1989,ME,Maine,1222000,1676,39,229.0,,293,1115,42116,9810,30067,2239,,87355
533,1989,MI,Michigan,9273000,65760,993,6624.0,,20616,37527,487682,113579,307096,67007,,1100260
534,1989,MN,Minnesota,4353000,12549,111,1363.0,,4128,6947,178252,39042,122673,16537,,380239
535,1989,MO,Missouri,5159000,32634,409,1587.0,,10060,20578,231874,58594,146269,27011,,527429
536,1989,MT,Montana,806000,935,23,145.0,,137,630,31285,5575,23892,1818,,64295
537,1989,NC,North Carolina,6571000,35902,584,1964.0,,8770,24584,309323,98792,191783,18748,,688486
538,1989,ND,North Dakota,660000,417,4,78.0,,61,274,16485,2369,13370,746,,33726
539,1989,NE,Nebraska,1611000,4503,40,381.0,,837,3245,61413,12010,46403,3000,,131451
540,1989,NH,New Hampshire,1107000,1865,36,327.0,,264,1238,37945,8157,27087,2701,,79293
541,1989,NJ,New Jersey,7736000,47111,394,2449.0,,21139,23129,360532,75548,213878,71106,,812837
542,1989,NM,New Mexico,1528000,10755,132,702.0,,1607,8314,89693,26146,58201,5346,,200194
543,1989,NV,Nevada,1111000,6947,91,662.0,,2784,3410,62732,15607,40686,6439,,138696
544,1989,NY,New York,17950000,203042,2246,5242.0,,103983,91571,926596,211130,544459,171007,,2254034
545,1989,OH,Ohio,10907000,51109,652,4872.0,,18635,26950,465143,111057,306609,47477,,1027632
546,1989,OK,Oklahoma,3224000,15847,210,1209.0,,4070,10358,161558,50411,92270,18877,,353601
547,1989,OR,Oregon,2820000,14625,134,1314.0,,4282,8895,159119,40197,103690,15232,,346174
548,1989,PA,Pennsylvania,12040000,45586,753,2963.0,,18025,23845,359008,85925,216566,56517,,806225
549,1989,RI,Rhode Island,998000,3772,49,266.0,,1122,2335,48372,12045,27104,9223,,104022
550,1989,SC,South Carolina,3512000,28576,320,1632.0,,4574,22050,168772,48914,107845,12013,,393064
551,1989,SD,South Dakota,715000,969,9,229.0,,84,647,18230,3394,14057,779,,38169
552,1989,TN,Tennessee,4940000,27118,417,2270.0,,7926,16505,195854,59621,109908,26325,,443674
553,1989,TX,Texas,16991000,111889,2029,7951.0,,37913,63996,1234977,342346,741660,150971,,2685781
554,1989,UT,Utah,1707000,4417,45,489.0,,898,2985,92577,15311,73210,4056,,193499
555,1989,VA,Virginia,6098000,19057,480,1638.0,,6494,10445,237757,46156,172645,18956,,511990
556,1989,VT,Vermont,567000,753,11,131.0,,102,509,22429,5835,15466,1128,,46233
557,1989,WA,Washington,4761000,22460,209,2938.0,,6672,12641,291472,73563,196122,21787,,624926
558,1989,WI,Wisconsin,4867000,10834,176,993.0,,3659,6006,191869,35683,140040,16146,,404413
559,1989,WV,West Virginia,1857000,2724,121,347.0,,793,1463,41154,11635,26608,2911,,87409
560,1989,WY,Wyoming,475000,1227,21,134.0,,81,991,17246,3001,13593,652,,36812
561,1990,,,249464396,1820127,23438,102555.0,,639271,1054863,12655486,3073909,7945670,1635907,,28848671
562,1990,AK,Alaska,550043,2885,41,401.0,,422,2021,25457,4919,17428,3110,,56283
563,1990,AL,Alabama,4040587,28630,467,1319.0,,5805,21039,169974,44585,111336,14053,,395889
564,1990,AR,Arkansas,2350725,12511,241,1019.0,,2661,8590,101897,28464,66630,6803,,227797
565,1990,AZ,Arizona,3665228,23911,284,1500.0,,5897,16230,265229,61206,172375,31648,,576780
566,1990,CA,California,29760021,311051,3553,12688.0,,112208,182602,1654186,400392,951580,302214,,3917786
567,1990,CO,Colorado,3294394,17328,138,1521.0,,2985,12684,182106,39822,128172,14112,,397347
568,1990,CT,Connecticut,3287116,18201,166,918.0,,7717,9400,158867,40355,94485,24027,,353218
569,1990,DC,District of Columbia,606900,14919,472,303.0,,7365,6779,50470,12035,30326,8109,,130475
570,1990,DE,Delaware,666168,4365,33,587.0,,1098,2647,31344,6465,21922,2957,,70831
571,1990,FL,Florida,12937926,160990,1379,6781.0,,53928,98902,978944,280832,591210,106902,,2273087
572,1990,GA,Georgia,6478216,48996,767,3472.0,,17067,27690,389165,104905,240623,43637,,872850
573,1990,HI,Hawaii,1108229,3113,44,360.0,,1013,1696,64563,13611,46735,4217,,134992
574,1990,IA,Iowa,2776755,8321,54,510.0,,1089,6668,105550,22448,78384,4718,,227232
575,1990,ID,Idaho,1006749,2776,27,275.0,,151,2323,38069,8187,28216,1666,,81415
576,1990,IL,Illinois,11430602,110575,1182,4505.0,,45038,59850,567841,121506,372862,73473,,1352327
577,1990,IN,Indiana,5544159,26275,344,2103.0,,5619,18209,233376,52297,156741,24338,,517199
578,1990,KS,Kansas,2477574,11093,98,1002.0,,2914,7079,117571,28901,80361,8309,,256326
579,1990,KY,Kentucky,3685296,14386,264,1068.0,,2545,10509,107208,28264,71594,7350,,242120
580,1990,LA,Louisiana,4219973,37914,724,1781.0,,11387,24022,235822,60677,149752,25393,,545691
581,1990,MA,Massachusetts,6016425,44300,243,2030.0,,13062,28965,274442,66942,151933,55567,,635454
582,1990,MD,Maryland,4781468,43940,552,2185.0,,17394,23809,234842,53549,147407,33886,,555379
583,1990,ME,Maine,1227928,1759,30,242.0,,308,1179,43647,10106,31372,2169,,90570
584,1990,MI,Michigan,9295297,73468,971,7209.0,,21752,43536,483764,106275,311153,66336,,1107255
585,1990,MN,Minnesota,4375099,13392,117,1487.0,,4057,7731,185185,39691,129500,15994,,395667
586,1990,MO,Missouri,5117073,36602,449,1663.0,,11073,23417,225422,54536,143287,27599,,522385
587,1990,MT,Montana,799065,1273,39,195.0,,173,866,34702,5666,27098,1938,,71755
588,1990,NC,North Carolina,6628637,41332,711,2272.0,,10082,28267,322306,101444,202059,18803,,725004
589,1990,ND,North Dakota,638800,472,5,114.0,,50,303,18196,2725,14621,850,,37222
590,1990,NE,Nebraska,1578385,5209,43,473.0,,807,3886,61290,11424,47054,2812,,132525
591,1990,NH,New Hampshire,1109252,1459,21,386.0,,302,750,38976,8158,28111,2707,,80484
592,1990,NJ,New Jersey,7730188,50057,432,2307.0,,23269,24049,371023,78628,219767,72628,,839853
593,1990,NM,New Mexico,1515069,11821,139,753.0,,1744,9185,89448,26343,58004,5101,,201785
594,1990,NV,Nevada,1201833,7222,116,748.0,,2864,3494,65652,16434,42097,7121,,145000
595,1990,NY,New York,17990455,212458,2605,5368.0,,112380,92105,932416,208813,536012,187591,,2284380
596,1990,OH,Ohio,10847115,54904,663,5075.0,,20451,28715,470469,106575,310673,53221,,1045671
597,1990,OK,Oklahoma,3145585,17222,253,1479.0,,3836,11654,158889,45531,94432,18926,,350743
598,1990,OR,Oregon,2842321,14405,108,1332.0,,4102,8863,146073,32273,100765,13035,,319624
599,1990,PA,Pennsylvania,11881643,51213,801,3068.0,,20930,26414,361805,86624,215119,60062,,822968
600,1990,RI,Rhode Island,1003464,4334,48,248.0,,1224,2814,49378,12755,27046,9577,,107176
601,1990,SC,South Carolina,3486703,34050,390,1873.0,,5313,26474,176729,48132,115144,13453,,419685
602,1990,SD,South Dakota,696004,1133,14,239.0,,86,794,19116,3671,14678,767,,40259
603,1990,TN,Tennessee,4877185,32698,511,2415.0,,9325,20447,213648,61646,124127,27875,,490277
604,1990,TX,Texas,16986510,129343,2389,8750.0,,44297,73907,1200151,314512,731224,154415,,2650238
605,1990,UT,Utah,1722850,4892,52,651.0,,980,3209,92620,15172,73352,4096,,194373
606,1990,VA,Virginia,6187358,21694,545,1915.0,,7626,11608,253063,45236,187564,20263,,547599
607,1990,VT,Vermont,562758,716,13,146.0,,66,491,23713,6119,16424,1170,,48712
608,1990,WA,Washington,4866692,24410,238,3115.0,,6326,14731,278440,61460,195221,21759,,602585
609,1990,WI,Wisconsin,4891769,12948,225,1013.0,,5514,6196,202052,36755,144924,20373,,428987
610,1990,WV,West Virginia,1793477,3036,102,423.0,,680,1831,41855,11785,27310,2760,,89359
611,1990,WY,Wyoming,453588,1367,22,134.0,,72,1139,17732,2862,14194,676,,38064
612,1991,,,252153092,1911767,24703,106593.0,,687732,1092739,12961116,3157150,8142228,1661738,,29639173
613,1991,AK,Alaska,570000,3499,42,523.0,,645,2289,29000,5582,20375,3043,,64475
614,1991,AL,Alabama,4089000,34518,469,1455.0,,6246,26348,184882,51873,118151,14858,,437345
615,1991,AR,Arkansas,2372000,14072,264,1058.0,,3217,9533,108677,29093,71487,8097,,244440
616,1991,AZ,Arizona,3750000,25152,291,1590.0,,6215,17056,252559,60281,159987,32291,,553832
617,1991,CA,California,30380000,331122,3859,12896.0,,124939,189428,1726391,424656,986120,315615,,4102130
618,1991,CO,Colorado,3377000,18887,199,1588.0,,3628,13472,186235,39117,132717,14401,,408656
619,1991,CT,Connecticut,3291000,17761,187,960.0,,7384,9230,158770,39198,93384,26188,,352102
620,1991,DC,District of Columbia,598000,14671,482,214.0,,7269,6706,49722,12405,29182,8135,,128572
621,1991,DE,Delaware,680000,4857,37,588.0,,1460,2772,35055,7668,24836,2551,,79236
622,1991,FL,Florida,13277000,157243,1248,6865.0,,53083,96047,977570,266313,607222,104035,,2262761
623,1991,GA,Georgia,6623000,48894,849,2800.0,,17762,27483,381165,100317,240359,40489,,857318
624,1991,HI,Hawaii,1135000,2744,45,375.0,,986,1338,65020,14011,47195,3814,,135153
625,1991,IA,Iowa,2795000,8477,57,583.0,,1257,6580,107069,23267,79030,4772,,230509
626,1991,ID,Idaho,1039000,3016,19,300.0,,215,2482,40578,8582,30143,1853,,86888
627,1991,IL,Illinois,11543000,119955,1300,4615.0,,52653,61387,587868,129284,382942,75642,,1411031
628,1991,IN,Indiana,5610000,28349,423,2318.0,,6506,19102,241930,54814,161039,26077,,538240
629,1991,KS,Kansas,2495000,12465,153,1118.0,,3453,7741,125616,32601,84258,8757,,275044
630,1991,KY,Kentucky,3713000,16262,253,1315.0,,3084,11610,108430,29576,70885,7969,,248069
631,1991,LA,Louisiana,4252000,40438,720,1738.0,,11860,26120,232732,60017,148334,24381,,544602
632,1991,MA,Massachusetts,5996000,44138,249,1926.0,,11669,30294,274990,69977,149930,55083,,636330
633,1991,MD,Maryland,4860000,46469,569,2229.0,,19783,23888,255299,56258,163524,35517,,601307
634,1991,ME,Maine,1235000,1631,15,270.0,,280,1066,44900,11146,31737,2017,,92792
635,1991,MI,Michigan,9368000,75232,1009,7372.0,,22790,44061,499781,111126,324985,63670,,1142654
636,1991,MN,Minnesota,4432000,14006,131,1762.0,,4345,7768,185268,37832,131330,16106,,396786
637,1991,MO,Missouri,5158000,39358,543,1756.0,,12952,24107,239982,64643,146533,28806,,556924
638,1991,MT,Montana,808000,1130,21,160.0,,150,799,28347,4231,22449,1667,,58794
639,1991,NC,North Carolina,6737000,44355,769,2331.0,,11990,29265,352368,114009,218192,20167,,791115
640,1991,ND,North Dakota,635000,415,7,116.0,,51,241,17326,2367,14154,805,,35366
641,1991,NE,Nebraska,1593000,5330,52,447.0,,861,3970,64031,11574,49071,3386,,138275
642,1991,NH,New Hampshire,1105000,1318,40,330.0,,365,583,36780,8126,26220,2434,,75866
643,1991,NJ,New Jersey,7760000,49257,406,2259.0,,22744,23848,372212,78821,221544,71847,,840679
644,1991,NM,New Mexico,1548000,12922,163,811.0,,1862,10086,90474,26672,58441,5361,,205981
645,1991,NV,Nevada,1284000,8693,152,848.0,,4012,3681,72183,18026,45781,8376,,160904
646,1991,NY,New York,18058000,210184,2571,5085.0,,112342,90186,917467,204499,531681,181287,,2250217
647,1991,OH,Ohio,10939000,61460,783,5748.0,,23536,31393,489100,115423,318933,54744,,1095372
648,1991,OK,Oklahoma,3175000,18533,230,1615.0,,4094,12594,161449,46934,96842,17673,,358349
649,1991,OR,Oregon,2922000,14795,133,1561.0,,4387,8714,153370,34363,105145,13862,,334769
650,1991,PA,Pennsylvania,11961000,53824,758,3435.0,,23191,26440,371814,86074,228142,57598,,847841
651,1991,RI,Rhode Island,1004000,4638,37,310.0,,1234,3057,45957,11320,26664,7973,,100880
652,1991,SC,South Carolina,3560000,34621,402,2098.0,,6092,26029,185359,51793,119784,13782,,437862
653,1991,SD,South Dakota,703000,1281,12,279.0,,132,858,20366,4146,15412,808,,43015
654,1991,TN,Tennessee,4953000,35955,547,2299.0,,10543,22566,229856,67608,131855,30393,,529323
655,1991,TX,Texas,17349000,145743,2652,9266.0,,49700,84125,1210784,312693,734261,163830,,2703788
656,1991,UT,Utah,1770000,5077,52,808.0,,976,3241,94178,14872,75041,4265,,197702
657,1991,VA,Virginia,6286000,23459,583,1879.0,,8651,12346,266160,49224,195652,21284,,577359
658,1991,VT,Vermont,567000,662,12,173.0,,67,410,21764,5784,15161,819,,44679
659,1991,WA,Washington,5018000,26224,211,3529.0,,7303,15181,290115,61996,205814,22305,,629149
660,1991,WI,Wisconsin,4955000,13723,239,1259.0,,5895,6330,207560,37241,148695,21624,,441307
661,1991,WV,West Virginia,1801000,3440,111,415.0,,779,2135,44528,12009,29369,3150,,95521
662,1991,WY,Wyoming,460000,1427,15,119.0,,79,1214,18762,3184,14867,711,,40259
663,1992,,,255029699,1932274,23760,109062.0,,672478,1126974,12505917,2979884,7915199,1610834,,28767320
664,1992,AK,Alaska,587000,3877,44,579.0,,640,2614,28816,5170,20728,2918,,64807
665,1992,AL,Alabama,4136000,36052,455,1704.0,,6819,27074,181837,49053,117801,14983,,434074
666,1992,AR,Arkansas,2399000,13831,259,990.0,,3011,9571,100402,26214,66288,7900,,227476
667,1992,AZ,Arizona,3832000,25706,312,1647.0,,5867,17880,243629,54095,158053,31481,,537023
668,1992,CA,California,30867000,345624,3921,12761.0,,130897,198045,1716137,427491,968534,320112,,4110761
669,1992,CO,Colorado,3470000,20086,216,1641.0,,4180,14049,186684,37853,131169,17662,,411899
670,1992,CT,Connecticut,3281000,16252,166,884.0,,6918,8284,149535,36372,89463,23700,,330690
671,1992,DC,District of Columbia,589000,16685,443,215.0,,7459,8568,50502,10721,30663,9118,,134159
672,1992,DE,Delaware,689000,4280,32,591.0,,1042,2615,29126,6598,20419,2109,,66221
673,1992,FL,Florida,13488000,162827,1208,7310.0,,49482,104827,964533,254755,598093,111685,,2247410
674,1992,GA,Georgia,6751000,49496,741,3057.0,,16863,28835,382934,97402,246619,38913,,861803
675,1992,HI,Hawaii,1160000,2998,42,440.0,,1151,1365,67901,13006,50544,4351,,141358
676,1992,IA,Iowa,2812000,7816,44,528.0,,1113,6131,103459,21197,77788,4474,,222022
677,1992,ID,Idaho,1067000,3003,37,339.0,,229,2398,39636,7934,30023,1679,,84939
678,1992,IL,Illinois,11631000,113664,1322,4312.0,,47973,60057,556900,125306,359618,71976,,1336816
679,1992,IN,Indiana,5662000,28791,464,2398.0,,6921,19008,236584,53907,157181,25496,,528352
680,1992,KS,Kansas,2523000,12888,151,1042.0,,3277,8418,121334,32639,80526,8169,,267402
681,1992,KY,Kentucky,3755000,20107,216,1209.0,,3273,15409,104692,27378,69186,8128,,248389
682,1992,LA,Louisiana,4287000,42209,747,1813.0,,11636,28013,238438,58574,152938,26926,,559481
683,1992,MA,Massachusetts,5998000,46727,214,2166.0,,11059,33288,253344,64318,141610,47416,,597976
684,1992,MD,Maryland,4908000,49085,596,2278.0,,21054,25157,256418,55520,165244,35654,,608728
685,1992,ME,Maine,1235000,1616,21,294.0,,288,1013,41900,10156,29966,1778,,86738
686,1992,MI,Michigan,9437000,72672,938,7550.0,,20902,43282,456800,98257,299486,59057,,1051394
687,1992,MN,Minnesota,4480000,15144,150,1840.0,,4906,8248,190520,39859,134750,15911,,409488
688,1992,MO,Missouri,5193000,38448,547,1895.0,,11783,24223,226246,57127,143288,25831,,527493
689,1992,MT,Montana,824000,1400,24,210.0,,222,944,36472,5306,29243,1923,,75534
690,1992,NC,North Carolina,6843000,46600,723,2455.0,,12784,30638,350447,113117,217717,19613,,791639
691,1992,ND,North Dakota,636000,530,12,148.0,,50,320,17935,2487,14498,950,,36782
692,1992,NE,Nebraska,1606000,5598,68,504.0,,911,4115,63846,11477,49144,3225,,138384
693,1992,NH,New Hampshire,1111000,1397,18,424.0,,367,588,32828,6909,23754,2165,,68026
694,1992,NJ,New Jersey,7789000,48745,397,2392.0,,22216,23740,345718,75508,206686,63524,,786534
695,1992,NM,New Mexico,1581000,14781,141,990.0,,2202,11448,86942,23896,57072,5974,,202456
696,1992,NV,Nevada,1327000,9247,145,833.0,,4397,3872,73077,17108,46714,9255,,163815
697,1992,NY,New York,18119000,203311,2397,5152.0,,108154,87608,858178,193548,495708,168922,,2117826
698,1992,OH,Ohio,11016000,57935,724,5739.0,,21925,29547,456017,104357,299774,51886,,1022165
699,1992,OK,Oklahoma,3212000,20005,210,1556.0,,4376,13863,154459,43678,94180,16601,,347372
700,1992,OR,Oregon,2977000,15189,139,1580.0,,4507,8963,158100,32945,109274,15881,,344998
701,1992,PA,Pennsylvania,12009000,51276,746,3324.0,,21701,25505,356155,75834,224150,56171,,811538
702,1992,RI,Rhode Island,1005000,3965,36,311.0,,950,2668,42044,10529,24052,7463,,91707
703,1992,SC,South Carolina,3603000,34029,373,2072.0,,6148,25436,178298,49669,116186,12443,,422582
704,1992,SD,South Dakota,711000,1383,4,368.0,,120,891,19939,3849,15371,719,,42276
705,1992,TN,Tennessee,5024000,37487,520,2377.0,,10964,23626,220534,63665,127934,28935,,513665
706,1992,TX,Texas,17656000,142369,2239,9437.0,,44588,86105,1103779,268928,689780,145071,,2482859
707,1992,UT,Utah,1813000,5267,54,823.0,,1014,3376,97322,16045,76964,4313,,204355
708,1992,VA,Virginia,6377000,23907,564,2008.0,,8787,12548,250211,45217,185506,19488,,546228
709,1992,VT,Vermont,570000,624,12,142.0,,51,419,18813,4706,13507,600,,38732
710,1992,WA,Washington,5136000,27454,258,3697.0,,7178,16321,289581,57612,207755,24214,,630373
711,1992,WI,Wisconsin,5007000,13806,218,1315.0,,5997,6276,202448,34645,146198,21605,,431193
712,1992,WV,West Virginia,1812000,3833,115,393.0,,788,2537,43455,11287,29200,2968,,94183
713,1992,WY,Wyoming,466000,1489,17,163.0,,84,1225,19831,3127,16003,701,,42477
714,1993,,,257782608,1926017,24526,106014.0,,659870,1135607,12218777,2834808,7820909,1563060,,28183574
715,1993,AK,Alaska,599000,4557,54,502.0,,733,3268,28795,4893,21201,2701,,66202
716,1993,AL,Alabama,4187000,32676,484,1471.0,,6677,24044,171598,45578,111878,14142,,407077
717,1993,AR,Arkansas,2424000,14381,247,1028.0,,3027,10079,102231,26646,67767,7818,,232196
718,1993,AZ,Arizona,3936000,28142,339,1488.0,,6412,19903,264371,57684,172689,33998,,583538
719,1993,CA,California,31211000,336381,4096,11766.0,,126436,194083,1678884,414182,945407,319295,,4018764
720,1993,CO,Colorado,3566000,20229,206,1633.0,,4160,14230,176856,36011,124787,16058,,392537
721,1993,CT,Connecticut,3277000,14949,206,800.0,,6447,7496,137443,32052,85876,19515,,303984
722,1993,DC,District of Columbia,578000,16888,454,324.0,,7107,9003,51091,11534,31495,8062,,135634
723,1993,DE,Delaware,700000,4801,35,539.0,,1307,2920,29304,6244,20853,2207,,67671
724,1993,FL,Florida,13679000,164975,1224,7359.0,,48913,107479,977363,251063,603784,122516,,2277317
725,1993,GA,Georgia,6917000,50019,789,2448.0,,17154,29628,378348,90423,246849,41076,,854286
726,1993,HI,Hawaii,1172000,3061,45,394.0,,1214,1408,70505,13310,51912,5283,,146738
727,1993,IA,Iowa,2814000,9159,66,686.0,,1517,6890,99080,20562,73148,5370,,215792
728,1993,ID,Idaho,1099000,3097,32,388.0,,186,2491,39161,7350,29795,2016,,84128
729,1993,IL,Illinois,11697000,112260,1332,4046.0,,44584,62298,544869,118788,360730,65351,,1310212
730,1993,IN,Indiana,5713000,27941,430,2234.0,,6845,18432,227149,48677,154016,24456,,507946
731,1993,KS,Kansas,2531000,12564,161,1016.0,,3128,8259,113360,28655,76538,8167,,250832
732,1993,KY,Kentucky,3789000,17530,249,1301.0,,3425,12555,105979,28041,69745,8193,,245717
733,1993,LA,Louisiana,4295000,45600,874,1817.0,,12182,30727,248461,58768,163334,26359,,586305
734,1993,MA,Massachusetts,6012000,48393,233,2006.0,,10563,35591,245831,60220,136548,49063,,586442
735,1993,MD,Maryland,4965000,49540,632,2185.0,,21582,25141,253647,56246,163471,33930,,604189
736,1993,ME,Maine,1239000,1558,20,329.0,,264,945,37519,8909,26945,1665,,77825
737,1993,MI,Michigan,9478000,75021,933,6740.0,,22601,44747,441767,93143,290333,58291,,1026836
738,1993,MN,Minnesota,4517000,15986,155,2796.0,,5092,7943,183347,38147,129727,15473,,395870
739,1993,MO,Missouri,5234000,38963,590,1894.0,,12654,23825,227731,53673,145392,28666,,531494
740,1993,MT,Montana,839000,1489,25,234.0,,272,958,38699,5992,30641,2066,,80142
741,1993,NC,North Carolina,6945000,47178,785,2379.0,,13364,30650,345377,105270,220071,20036,,782731
742,1993,ND,North Dakota,635000,522,11,149.0,,53,309,17387,2370,14073,944,,35669
743,1993,NE,Nebraska,1607000,6071,63,447.0,,1003,4558,62725,10662,46811,5252,,137145
744,1993,NH,New Hampshire,1125000,1550,23,499.0,,307,721,31131,5795,23153,2183,,64863
745,1993,NJ,New Jersey,7879000,49390,418,2215.0,,23319,23438,328867,76738,195876,56253,,754299
746,1993,NM,New Mexico,1616000,15024,130,842.0,,2237,11815,86236,22966,56723,6547,,201678
747,1993,NV,Nevada,1389000,12157,144,846.0,,4724,6443,73685,17293,46137,10255,,170838
748,1993,NY,New York,18197000,195352,2420,5008.0,,102122,85802,814824,181709,481166,151949,,2015344
749,1993,OH,Ohio,11091000,55915,667,5444.0,,21373,28431,441550,97394,295880,48276,,989486
750,1993,OK,Oklahoma,3231000,20512,273,1592.0,,3935,14712,150546,39903,95111,15532,,340524
751,1993,OR,Oregon,3032000,15254,140,1554.0,,3930,9630,159558,31072,110878,17608,,348070
752,1993,PA,Pennsylvania,12048000,50295,823,3195.0,,21563,24714,343841,70125,220683,53033,,785077
753,1993,RI,Rhode Island,1000000,4017,39,286.0,,1011,2681,40973,10409,24101,6463,,89694
754,1993,SC,South Carolina,3643000,37281,377,1905.0,,6825,28174,177779,47695,117553,12531,,428215
755,1993,SD,South Dakota,715000,1490,24,318.0,,107,1041,19661,3927,14915,819,,41984
756,1993,TN,Tennessee,5099000,39047,521,2544.0,,11224,24758,228117,60299,137683,30135,,531784
757,1993,TX,Texas,18031000,137419,2147,9922.0,,40469,84881,1023612,233913,664862,124837,,2312140
758,1993,UT,Utah,1860000,5599,58,829.0,,1090,3622,91816,14708,72603,4505,,194001
759,1993,VA,Virginia,6491000,24160,539,2083.0,,9216,12322,242975,43338,181104,18533,,532187
760,1993,VT,Vermont,576000,658,21,229.0,,52,356,22223,5036,16423,764,,45533
761,1993,WA,Washington,5255000,27040,271,3384.0,,7204,16181,285753,56083,205701,23969,,622202
762,1993,WI,Wisconsin,5038000,13321,222,1269.0,,5714,6116,190923,33400,139148,18375,,407219
763,1993,WV,West Virginia,1820000,3793,126,365.0,,782,2520,42300,10904,28456,2940,,91821
764,1993,WY,Wyoming,470000,1345,16,161.0,,81,1087,18221,3023,14470,728,,38971
765,1994,,,260327021,1857670,23326,102216.0,,618949,1113179,12131873,2712774,7879812,1539287,,27876870
766,1994,AK,Alaska,606000,4644,38,418.0,,886,3302,29947,4848,21824,3275,,68764
767,1994,AL,Alabama,4219000,28844,501,1487.0,,7223,19633,178015,44064,119951,14000,,412231
768,1994,AR,Arkansas,2453000,14598,294,1028.0,,3158,10118,103115,26911,68478,7726,,234398
769,1994,AZ,Arizona,4075000,28653,426,1465.0,,6601,20161,294273,60157,190649,43467,,644387
770,1994,CA,California,31431000,318395,3703,10984.0,,112160,191548,1622102,384257,929640,308205,,3870010
771,1994,CO,Colorado,3656000,18632,199,1579.0,,3910,12944,175808,33843,127600,14365,,387301
772,1994,CT,Connecticut,3275000,14916,215,806.0,,6150,7745,134030,29142,84721,20167,,297086
773,1994,DC,District of Columbia,570000,15177,399,249.0,,6311,8218,48009,10037,29711,8261,,126123
774,1994,DE,Delaware,706000,4549,33,546.0,,1141,2829,29971,6198,20828,2945,,68494
775,1994,FL,Florida,13953000,160016,1165,7301.0,,45871,105679,991105,237341,626578,127186,,2294941
776,1994,GA,Georgia,7055000,47103,703,2448.0,,15703,28249,376926,81406,256208,39312,,845610
777,1994,HI,Hawaii,1179000,3091,50,359.0,,1221,1461,75672,14029,55260,6383,,157167
778,1994,IA,Iowa,2829000,8914,47,666.0,,1327,6874,94475,18872,70507,5096,,206112
779,1994,ID,Idaho,1133000,3238,40,316.0,,209,2673,42954,8147,32597,2210,,92068
780,1994,IL,Illinois,11752000,112928,1378,3913.0,,43788,63849,548222,118116,363888,66218,,1318387
781,1994,IN,Indiana,5752000,30205,453,2046.0,,7490,20216,233975,48921,160043,25011,,526314
782,1994,KS,Kansas,2554000,11314,170,1055.0,,2940,7149,112477,28635,75459,8383,,246527
783,1994,KY,Kentucky,3827000,16991,244,1350.0,,3595,11802,110725,28718,73449,8558,,254082
784,1994,LA,Louisiana,4315000,42369,856,1923.0,,11530,28060,245488,55188,164081,26219,,573791
785,1994,MA,Massachusetts,6041000,42749,214,1825.0,,10160,30550,225532,53222,129962,42348,,534737
786,1994,MD,Maryland,5006000,47457,579,2035.0,,20147,24696,259039,52234,168608,38197,,610957
787,1994,ME,Maine,1240000,1611,28,318.0,,278,987,38971,8938,28257,1776,,80846
788,1994,MI,Michigan,9496000,72751,927,6720.0,,21733,43371,444325,91849,290172,62304,,1027432
789,1994,MN,Minnesota,4567000,16397,147,2725.0,,5370,8155,181856,36157,131344,14355,,393781
790,1994,MO,Missouri,5278000,39240,554,1955.0,,12178,24553,240898,55577,158283,27038,,558321
791,1994,MT,Montana,856000,1516,28,233.0,,280,975,41445,6178,32817,2450,,85689
792,1994,NC,North Carolina,7070000,46308,772,2334.0,,12811,30391,351397,104118,225937,21342,,793076
793,1994,ND,North Dakota,638000,522,1,149.0,,71,301,16933,2070,13899,964,,34761
794,1994,NE,Nebraska,1623000,6322,51,500.0,,1223,4548,65746,10963,48547,6236,,143636
795,1994,NH,New Hampshire,1137000,1328,16,407.0,,308,597,29837,5275,22260,2302,,61923
796,1994,NJ,New Jersey,7904000,48544,396,1972.0,,22762,23414,319856,72074,195618,52164,,734828
797,1994,NM,New Mexico,1654000,14708,177,866.0,,2329,11336,87638,21945,57343,8350,,203826
798,1994,NV,Nevada,1457000,14597,170,1001.0,,5134,8292,82693,19735,51893,11065,,193579
799,1994,NY,New York,18169000,175433,2016,4700.0,,86617,82100,745845,164650,452322,128873,,1837856
800,1994,OH,Ohio,11102000,53930,662,5231.0,,20821,27216,441380,96175,297792,47413,,985389
801,1994,OK,Oklahoma,3258000,21225,226,1616.0,,4174,15209,160250,40764,104025,15461,,361334
802,1994,OR,Oregon,3086000,16067,150,1333.0,,4264,10320,178240,33970,122506,21764,,387281
803,1994,PA,Pennsylvania,12052000,51425,712,3145.0,,22497,25071,342901,66468,222280,54153,,785507
804,1994,RI,Rhode Island,997000,3744,41,273.0,,870,2560,37323,9101,23039,5183,,81861
805,1994,SC,South Carolina,3664000,37756,353,1991.0,,6817,28595,182114,46678,122252,13184,,437749
