year,state_abbr,state_name,population,violent_crime,homicide,rape_legacy,rape_revised,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft,caveats,all_crimes
1989,TN,Tennessee,4940000,27118,417,2270.0,,7926,16505,195854.0,59621.0,109908,26325,,299515.0
1989,TX,Texas,16991000,111889,2029,7951.0,,37913,63996,1234977.0,342346.0,741660,150971,,1755237.0
1989,UT,Utah,1707000,4417,45,489.0,,898,2985,92577.0,15311.0,73210,4056,,115335.0
1989,VA,Virginia,6098000,19057,480,1638.0,,6494,10445,237757.0,46156.0,172645,18956,,313895.0
1989,VT,Vermont,567000,753,11,131.0,,102,509,22429.0,5835.0,15466,1128,,29537.0
1989,WA,Washington,4761000,22460,209,2938.0,,6672,12641,291472.0,73563.0,196122,21787,,400345.0
1989,WI,Wisconsin,4867000,10834,176,993.0,,3659,6006,191869.0,35683.0,140040,16146,,244568.0
1989,WV,West Virginia,1857000,2724,121,347.0,,793,1463,41154.0,11635.0,26608,2911,,57097.0
1989,WY,Wyoming,475000,1227,21,134.0,,81,991,17246.0,3001.0,13593,652,,22486.0
1990,,,249464396,1820127,23438,102555.0,,639271,1054863,12655486.0,3073909.0,7945670,1635907,,18627823.0
1990,AK,Alaska,550043,2885,41,401.0,,422,2021,25457.0,4919.0,17428,3110,,35323.0
1990,AL,Alabama,4040587,28630,467,1319.0,,5805,21039,169974.0,44585.0,111336,14053,,264695.0
1990,AR,Arkansas,2350725,12511,241,1019.0,,2661,8590,101897.0,28464.0,66630,6803,,151703.0
1990,AZ,Arizona,3665228,23911,284,1500.0,,5897,16230,265229.0,61206.0,172375,31648,,366860.0
1990,CA,California,29760021,311051,3553,12688.0,,112208,182602,1654186.0,400392.0,951580,302214,,2551784.0
1990,CO,Colorado,3294394,17328,138,1521.0,,2985,12684,182106.0,39822.0,128172,14112,,252078.0
1990,CT,Connecticut,3287116,18201,166,918.0,,7717,9400,158867.0,40355.0,94485,24027,,226989.0
1990,DC,District of Columbia,606900,14919,472,303.0,,7365,6779,50470.0,12035.0,30326,8109,,84675.0
1990,DE,Delaware,666168,4365,33,587.0,,1098,2647,31344.0,6465.0,21922,2957,,44854.0
1990,FL,Florida,12937926,160990,1379,6781.0,,53928,98902,978944.0,280832.0,591210,106902,,1521047.0
1990,GA,Georgia,6478216,48996,767,3472.0,,17067,27690,389165.0,104905.0,240623,43637,,571523.0
1990,HI,Hawaii,1108229,3113,44,360.0,,1013,1696,64563.0,13611.0,46735,4217,,83027.0
1990,IA,Iowa,2776755,8321,54,510.0,,1089,6668,105550.0,22448.0,78384,4718,,143041.0
1990,ID,Idaho,1006749,2776,27,275.0,,151,2323,38069.0,8187.0,28216,1666,,51382.0
1990,IL,Illinois,11430602,110575,1182,4505.0,,45038,59850,567841.0,121506.0,372862,73473,,860954.0
1990,IN,Indiana,5544159,26275,344,2103.0,,5619,18209,233376.0,52297.0,156741,24338,,330501.0
1990,KS,Kansas,2477574,11093,98,1002.0,,2914,7079,117571.0,28901.0,80361,8309,,164742.0
1990,KY,Kentucky,3685296,14386,264,1068.0,,2545,10509,107208.0,28264.0,71594,7350,,160631.0
1990,LA,Louisiana,4219973,37914,724,1781.0,,11387,24022,235822.0,60677.0,149752,25393,,359159.0
1990,MA,Massachusetts,6016425,44300,243,2030.0,,13062,28965,274442.0,66942.0,151933,55567,,414892.0
1990,MD,Maryland,4781468,43940,552,2185.0,,17394,23809,234842.0,53549.0,147407,33886,,356692.0
1990,ME,Maine,1227928,1759,30,242.0,,308,1179,43647.0,10106.0,31372,2169,,56721.0
1990,MI,Michigan,9295297,73468,971,7209.0,,21752,43536,483764.0,106275.0,311153,66336,,708014.0
1990,MN,Minnesota,4375099,13392,117,1487.0,,4057,7731,185185.0,39691.0,129500,15994,,246116.0
1990,MO,Missouri,5117073,36602,449,1663.0,,11073,23417,225422.0,54536.0,143287,27599,,340426.0
1990,MT,Montana,799065,1273,39,195.0,,173,866,34702.0,5666.0,27098,1938,,42546.0
1990,NC,North Carolina,6628637,41332,711,2272.0,,10082,28267,322306.0,101444.0,202059,18803,,494060.0
1990,ND,North Dakota,638800,472,5,114.0,,50,303,18196.0,2725.0,14621,850,,21701.0
1990,NE,Nebraska,1578385,5209,43,473.0,,807,3886,61290.0,11424.0,47054,2812,,81852.0
1990,NH,New Hampshire,1109252,1459,21,386.0,,302,750,38976.0,8158.0,28111,2707,,49364.0
1990,NJ,New Jersey,7730188,50057,432,2307.0,,23269,24049,371023.0,78628.0,219767,72628,,524189.0
1990,NM,New Mexico,1515069,11821,139,753.0,,1744,9185,89448.0,26343.0,58004,5101,,136936.0
1990,NV,Nevada,1201833,7222,116,748.0,,2864,3494,65652.0,16434.0,42097,7121,,92918.0
1990,NY,New York,17990455,212458,2605,5368.0,,112380,92105,932416.0,208813.0,536012,187591,,1448397.0
1990,OH,Ohio,10847115,54904,663,5075.0,,20451,28715,470469.0,106575.0,310673,53221,,661326.0
1990,OK,Oklahoma,3145585,17222,253,1479.0,,3836,11654,158889.0,45531.0,94432,18926,,233549.0
1990,OR,Oregon,2842321,14405,108,1332.0,,4102,8863,146073.0,32273.0,100765,13035,,201722.0
1990,PA,Pennsylvania,11881643,51213,801,3068.0,,20930,26414,361805.0,86624.0,215119,60062,,526857.0
1990,RI,Rhode Island,1003464,4334,48,248.0,,1224,2814,49378.0,12755.0,27046,9577,,69329.0
1990,SC,South Carolina,3486703,34050,390,1873.0,,5313,26474,176729.0,48132.0,115144,13453,,285775.0
1990,SD,South Dakota,696004,1133,14,239.0,,86,794,19116.0,3671.0,14678,767,,24728.0
1990,TN,Tennessee,4877185,32698,511,2415.0,,9325,20447,213648.0,61646.0,124127,27875,,328950.0
1990,TX,Texas,16986510,129343,2389,8750.0,,44297,73907,1200151.0,328803.42528000014,731224,154415,,1734593.42528
1990,UT,Utah,1722850,4892,52,651.0,,980,3209,92620.0,15172.0,73352,4096,,115945.0
1990,VA,Virginia,6187358,21694,545,1915.0,,7626,11608,253063.0,45236.0,187564,20263,,332146.0
1990,VT,Vermont,562758,716,13,146.0,,66,491,23713.0,6119.0,16424,1170,,31052.0
1990,WA,Washington,4866692,24410,238,3115.0,,6326,14731,278440.0,61460.0,195221,21759,,379279.0
1990,WI,Wisconsin,4891769,12948,225,1013.0,,5514,6196,202052.0,36755.0,144924,20373,,258176.0
1990,WV,West Virginia,1793477,3036,102,423.0,,680,1831,41855.0,11785.0,27310,2760,,58609.0
1990,WY,Wyoming,453588,1367,22,134.0,,72,1139,17732.0,2862.0,14194,676,,23122.0
1991,,,252153092,1911767,24703,106593.0,,687732,1092739,12961116.0,3157150.0,8142228,1661738,,19147475.0
1991,AK,Alaska,570000,3499,42,523.0,,645,2289,29000.0,5582.0,20375,3043,,40412.0
1991,AL,Alabama,4089000,34518,469,1455.0,,6246,26348,184882.0,51873.0,118151,14858,,298090.0
1991,AR,Arkansas,2372000,14072,264,1058.0,,3217,9533,108677.0,29093.0,71487,8097,,161639.0
1991,AZ,Arizona,3750000,25152,291,1590.0,,6215,17056,252559.0,60281.0,159987,32291,,355339.0
1991,CA,California,30380000,331122,3859,12896.0,,124939,189428,1726391.0,424656.0,986120,315615,,2675456.0
1991,CO,Colorado,3377000,18887,199,1588.0,,3628,13472,186235.0,39117.0,132717,14401,,257910.0
1991,CT,Connecticut,3291000,17761,187,960.0,,7384,9230,158770.0,39198.0,93384,26188,,225146.0
1991,DC,District of Columbia,598000,14671,482,214.0,,7269,6706,49722.0,12405.0,29182,8135,,83986.0
1991,DE,Delaware,680000,4857,37,588.0,,1460,2772,35055.0,7668.0,24836,2551,,50389.0
1991,FL,Florida,13277000,157243,1248,6865.0,,53083,96047,977570.0,266313.0,607222,104035,,1498421.0
1991,GA,Georgia,6623000,48894,849,2800.0,,17762,27483,381165.0,100317.0,240359,40489,,558708.0
1991,HI,Hawaii,1135000,2744,45,375.0,,986,1338,65020.0,14011.0,47195,3814,,83158.0
1991,IA,Iowa,2795000,8477,57,583.0,,1257,6580,107069.0,23267.0,79030,4772,,145450.0
1991,ID,Idaho,1039000,3016,19,300.0,,215,2482,40578.0,8582.0,30143,1853,,54677.0
1991,IL,Illinois,11543000,119955,1300,4615.0,,52653,61387,587868.0,129284.0,382942,75642,,899794.0
1991,IN,Indiana,5610000,28349,423,2318.0,,6506,19102,241930.0,54814.0,161039,26077,,344618.0
1991,KS,Kansas,2495000,12465,153,1118.0,,3453,7741,125616.0,32601.0,84258,8757,,178576.0
1991,KY,Kentucky,3713000,16262,253,1315.0,,3084,11610,108430.0,29576.0,70885,7969,,166131.0
1991,LA,Louisiana,4252000,40438,720,1738.0,,11860,26120,232732.0,60017.0,148334,24381,,360027.0
1991,MA,Massachusetts,5996000,44138,249,1926.0,,11669,30294,274990.0,69977.0,149930,55083,,419648.0
1991,MD,Maryland,4860000,46469,569,2229.0,,19783,23888,255299.0,56258.0,163524,35517,,382483.0
1991,ME,Maine,1235000,1631,15,270.0,,280,1066,44900.0,11146.0,31737,2017,,58758.0
1991,MI,Michigan,9368000,75232,1009,7372.0,,22790,44061,499781.0,111126.0,324985,63670,,731209.0
1991,MN,Minnesota,4432000,14006,131,1762.0,,4345,7768,185268.0,37832.0,131330,16106,,245005.0
1991,MO,Missouri,5158000,39358,543,1756.0,,12952,24107,239982.0,64643.0,146533,28806,,368633.0
1991,MT,Montana,808000,1130,21,160.0,,150,799,28347.0,4231.0,22449,1667,,34528.0
1991,NC,North Carolina,6737000,44355,769,2331.0,,11990,29265,352368.0,114009.0,218192,20167,,540766.0
1991,ND,North Dakota,635000,415,7,116.0,,51,241,17326.0,2367.0,14154,805,,20356.0
1991,NE,Nebraska,1593000,5330,52,447.0,,861,3970,64031.0,11574.0,49071,3386,,84957.0
1991,NH,New Hampshire,1105000,1318,40,330.0,,365,583,36780.0,8126.0,26220,2434,,46847.0
1991,NJ,New Jersey,7760000,49257,406,2259.0,,22744,23848,372212.0,78821.0,221544,71847,,524544.0
1991,NM,New Mexico,1548000,12922,163,811.0,,1862,10086,90474.0,26672.0,58441,5361,,140317.0
1991,NV,Nevada,1284000,8693,152,848.0,,4012,3681,72183.0,18026.0,45781,8376,,102735.0
1991,NY,New York,18058000,210184,2571,5085.0,,112342,90186,917467.0,204499.0,531681,181287,,1424907.0
1991,OH,Ohio,10939000,61460,783,5748.0,,23536,31393,489100.0,115423.0,318933,54744,,698159.0
1991,OK,Oklahoma,3175000,18533,230,1615.0,,4094,12594,161449.0,46934.0,96842,17673,,239740.0
1991,OR,Oregon,2922000,14795,133,1561.0,,4387,8714,153370.0,34363.0,105145,13862,,211375.0
1991,PA,Pennsylvania,11961000,53824,758,3435.0,,23191,26440,371814.0,86074.0,228142,57598,,538910.0
1991,RI,Rhode Island,1004000,4638,37,310.0,,1234,3057,45957.0,11320.0,26664,7973,,65009.0
1991,SC,South Carolina,3560000,34621,402,2098.0,,6092,26029,185359.0,51793.0,119784,13782,,298204.0
1991,SD,South Dakota,703000,1281,12,279.0,,132,858,20366.0,4146.0,15412,808,,26663.0
1991,TN,Tennessee,4953000,35955,547,2299.0,,10543,22566,229856.0,67608.0,131855,30393,,356532.0
1991,TX,Texas,17349000,145743,2652,9266.0,,49700,84125,1210784.0,312693.0,734261,163830,,1755997.0
1991,UT,Utah,1770000,5077,52,808.0,,976,3241,94178.0,14872.0,75041,4265,,117420.0
1991,VA,Virginia,6286000,23459,583,1879.0,,8651,12346,266160.0,49224.0,195652,21284,,351772.0
1991,VT,Vermont,567000,662,12,173.0,,67,410,21764.0,5784.0,15161,819,,28632.0
1991,WA,Washington,5018000,26224,211,3529.0,,7303,15181,290115.0,61996.0,205814,22305,,393727.0
1991,WI,Wisconsin,4955000,13723,239,1259.0,,5895,6330,207560.0,37241.0,148695,21624,,265093.0
1991,WV,West Virginia,1801000,3440,111,415.0,,779,2135,44528.0,12009.0,29369,3150,,62223.0
1991,WY,Wyoming,460000,1427,15,119.0,,79,1214,18762.0,3184.0,14867,711,,24602.0
1992,,,255029699,1932274,23760,109062.0,,672478,1126974,12505917.0,2979884.0,7915199,1610834,,18568809.0
1992,AK,Alaska,587000,3877,44,579.0,,640,2614,28816.0,5170.0,20728,2918,,40521.0
1992,AL,Alabama,4136000,36052,455,1704.0,,6819,27074,181837.0,49053.0,117801,14983,,294471.0
1992,AR,Arkansas,2399000,13831,259,990.0,,3011,9571,100402.0,26214.0,66288,7900,,150277.0
1992,AZ,Arizona,3832000,25706,312,1647.0,,5867,17880,243629.0,54095.0,158053,31481,,341622.0
1992,CA,California,30867000,345624,3921,12761.0,,130897,198045,1716137.0,427491.0,968534,320112,,2691218.0
1992,CO,Colorado,3470000,20086,216,1641.0,,4180,14049,186684.0,37853.0,131169,17662,,258888.0
1992,CT,Connecticut,3281000,16252,166,884.0,,6918,8284,149535.0,36372.0,89463,23700,,210609.0
1992,DC,District of Columbia,589000,16685,443,215.0,,7459,8568,50502.0,10721.0,30663,9118,,86919.0
1992,DE,Delaware,689000,4280,32,591.0,,1042,2615,29126.0,6598.0,20419,2109,,42651.0
1992,FL,Florida,13488000,162827,1208,7310.0,,49482,104827,964533.0,254755.0,598093,111685,,1488150.0
1992,GA,Georgia,6751000,49496,741,3057.0,,16863,28835,382934.0,97402.0,246619,38913,,559408.0
1992,HI,Hawaii,1160000,2998,42,440.0,,1151,1365,67901.0,13006.0,50544,4351,,85312.0
1992,IA,Iowa,2812000,7816,44,528.0,,1113,6131,103459.0,21197.0,77788,4474,,138647.0
1992,ID,Idaho,1067000,3003,37,339.0,,229,2398,39636.0,7934.0,30023,1679,,53008.0
1992,IL,Illinois,11631000,113664,1322,4312.0,,47973,60057,556900.0,125306.0,359618,71976,,857249.0
1992,IN,Indiana,5662000,28791,464,2398.0,,6921,19008,236584.0,53907.0,157181,25496,,338754.0
1992,KS,Kansas,2523000,12888,151,1042.0,,3277,8418,121334.0,32639.0,80526,8169,,175430.0
1992,KY,Kentucky,3755000,20107,216,1209.0,,3273,15409,104692.0,27378.0,69186,8128,,167802.0
1992,LA,Louisiana,4287000,42209,747,1813.0,,11636,28013,238438.0,58574.0,152938,26926,,367981.0
1992,MA,Massachusetts,5998000,46727,214,2166.0,,11059,33288,253344.0,64318.0,141610,47416,,397891.0
1992,MD,Maryland,4908000,49085,596,2278.0,,21054,25157,256418.0,55520.0,165244,35654,,386776.0
1992,ME,Maine,1235000,1616,21,294.0,,288,1013,41900.0,10156.0,29966,1778,,54706.0
1992,MI,Michigan,9437000,72672,938,7550.0,,20902,43282,456800.0,98257.0,299486,59057,,671949.0
1992,MN,Minnesota,4480000,15144,150,1840.0,,4906,8248,190520.0,39859.0,134750,15911,,253921.0
1992,MO,Missouri,5193000,38448,547,1895.0,,11783,24223,226246.0,57127.0,143288,25831,,346591.0
1992,MT,Montana,824000,1400,24,210.0,,222,944,36472.0,5306.0,29243,1923,,44146.0
1992,NC,North Carolina,6843000,46600,723,2455.0,,12784,30638,350447.0,113117.0,217717,19613,,541525.0
1992,ND,North Dakota,636000,530,12,148.0,,50,320,17935.0,2487.0,14498,950,,21284.0
1992,NE,Nebraska,1606000,5598,68,504.0,,911,4115,63846.0,11477.0,49144,3225,,85104.0
1992,NH,New Hampshire,1111000,1397,18,424.0,,367,588,32828.0,6909.0,23754,2165,,41740.0
1992,NJ,New Jersey,7789000,48745,397,2392.0,,22216,23740,345718.0,75508.0,206686,63524,,494108.0
1992,NM,New Mexico,1581000,14781,141,990.0,,2202,11448,86942.0,23896.0,57072,5974,,137208.0
1992,NV,Nevada,1327000,9247,145,833.0,,4397,3872,73077.0,17108.0,46714,9255,,103449.0
1992,NY,New York,18119000,203311,2397,5152.0,,108154,87608,858178.0,193548.0,495708,168922,,1345042.0
1992,OH,Ohio,11016000,57935,724,5739.0,,21925,29547,456017.0,104357.0,299774,51886,,648580.0
1992,OK,Oklahoma,3212000,20005,210,1556.0,,4376,13863,154459.0,43678.0,94180,16601,,232215.0
1992,OR,Oregon,2977000,15189,139,1580.0,,4507,8963,158100.0,32945.0,109274,15881,,215336.0
1992,PA,Pennsylvania,12009000,51276,746,3324.0,,21701,25505,356155.0,75834.0,224150,56171,,509516.0
1992,RI,Rhode Island,1005000,3965,36,311.0,,950,2668,42044.0,10529.0,24052,7463,,59242.0
1992,SC,South Carolina,3603000,34029,373,2072.0,,6148,25436,178298.0,49669.0,116186,12443,,287805.0
1992,SD,South Dakota,711000,1383,4,368.0,,120,891,19939.0,3849.0,15371,719,,26066.0
1992,TN,Tennessee,5024000,37487,520,2377.0,,10964,23626,220534.0,63665.0,127934,28935,,345832.0
1992,TX,Texas,17656000,142369,2239,9437.0,,44588,86105,1103779.0,268928.0,689780,145071,,1603420.0
1992,UT,Utah,1813000,5267,54,823.0,,1014,3376,97322.0,16045.0,76964,4313,,122064.0
1992,VA,Virginia,6377000,23907,564,2008.0,,8787,12548,250211.0,45217.0,185506,19488,,332447.0
1992,VT,Vermont,570000,624,12,142.0,,51,419,18813.0,4706.0,13507,600,,24574.0
1992,WA,Washington,5136000,27454,258,3697.0,,7178,16321,289581.0,57612.0,207755,24214,,391226.0
1992,WI,Wisconsin,5007000,13806,218,1315.0,,5997,6276,202448.0,34645.0,146198,21605,,257393.0
1992,WV,West Virginia,1812000,3833,115,393.0,,788,2537,43455.0,11287.0,29200,2968,,61227.0
1992,WY,Wyoming,466000,1489,17,163.0,,84,1225,19831.0,3127.0,16003,701,,25689.0
1993,,,257782608,1926017,24526,106014.0,,659870,1135607,12218777.0,2834808.0,7820909,1563060,,18139735.0
1993,AK,Alaska,599000,4557,54,502.0,,733,3268,28795.0,4893.0,21201,2701,,41567.0
1993,AL,Alabama,4187000,32676,484,1471.0,,6677,24044,171598.0,45578.0,111878,14142,,274380.0
1993,AR,Arkansas,2424000,14381,247,1028.0,,3027,10079,102231.0,26646.0,67767,7818,,153584.0
1993,AZ,Arizona,3936000,28142,339,1488.0,,6412,19903,264371.0,57684.0,172689,33998,,370439.0
1993,CA,California,31211000,336381,4096,11766.0,,126436,194083,1678884.0,414182.0,945407,319295,,2627626.0
1993,CO,Colorado,3566000,20229,206,1633.0,,4160,14230,176856.0,36011.0,124787,16058,,247532.0
1993,CT,Connecticut,3277000,14949,206,800.0,,6447,7496,137443.0,32052.0,85876,19515,,192146.0
1993,DC,District of Columbia,578000,16888,454,324.0,,7107,9003,51091.0,11534.0,31495,8062,,88970.0
1993,DE,Delaware,700000,4801,35,539.0,,1307,2920,29304.0,6244.0,20853,2207,,43304.0
1993,FL,Florida,13679000,164975,1224,7359.0,,48913,107479,977363.0,251063.0,603784,122516,,1502104.0
1993,GA,Georgia,6917000,50019,789,2448.0,,17154,29628,378348.0,90423.0,246849,41076,,549207.0
1993,HI,Hawaii,1172000,3061,45,394.0,,1214,1408,70505.0,13310.0,51912,5283,,88329.0
1993,IA,Iowa,2814000,9159,66,686.0,,1517,6890,99080.0,20562.0,73148,5370,,135757.0
1993,ID,Idaho,1099000,3097,32,388.0,,186,2491,39161.0,7350.0,29795,2016,,52131.0
1993,IL,Illinois,11697000,112260,1332,4046.0,,44584,62298,544869.0,118788.0,360730,65351,,839547.0
1993,IN,Indiana,5713000,27941,430,2234.0,,6845,18432,227149.0,48677.0,154016,24456,,322629.0
1993,KS,Kansas,2531000,12564,161,1016.0,,3128,8259,113360.0,28655.0,76538,8167,,162999.0
1993,KY,Kentucky,3789000,17530,249,1301.0,,3425,12555,105979.0,28041.0,69745,8193,,164354.0
1993,LA,Louisiana,4295000,45600,874,1817.0,,12182,30727,248461.0,58768.0,163334,26359,,384430.0
1993,MA,Massachusetts,6012000,48393,233,2006.0,,10563,35591,245831.0,60220.0,136548,49063,,390268.0
1993,MD,Maryland,4965000,49540,632,2185.0,,21582,25141,253647.0,56246.0,163471,33930,,385206.0
1993,ME,Maine,1239000,1558,20,329.0,,264,945,37519.0,8909.0,26945,1665,,48951.0
1993,MI,Michigan,9478000,75021,933,6740.0,,22601,44747,441767.0,93143.0,290333,58291,,655611.0
1993,MN,Minnesota,4517000,15986,155,2796.0,,5092,7943,183347.0,38147.0,129727,15473,,245578.0
1993,MO,Missouri,5234000,38963,590,1894.0,,12654,23825,227731.0,53673.0,145392,28666,,344782.0
1993,MT,Montana,839000,1489,25,234.0,,272,958,38699.0,5992.0,30641,2066,,47163.0
1993,NC,North Carolina,6945000,47178,785,2379.0,,13364,30650,345377.0,105270.0,220071,20036,,529260.0
1993,ND,North Dakota,635000,522,11,149.0,,53,309,17387.0,2370.0,14073,944,,20599.0
1993,NE,Nebraska,1607000,6071,63,447.0,,1003,4558,62725.0,10662.0,46811,5252,,84079.0
1993,NH,New Hampshire,1125000,1550,23,499.0,,307,721,31131.0,5795.0,23153,2183,,39220.0
1993,NJ,New Jersey,7879000,49390,418,2215.0,,23319,23438,328867.0,76738.0,195876,56253,,478851.0
1993,NM,New Mexico,1616000,15024,130,842.0,,2237,11815,86236.0,22966.0,56723,6547,,136171.0
1993,NV,Nevada,1389000,12157,144,846.0,,4724,6443,73685.0,17293.0,46137,10255,,109722.0
1993,NY,New York,18197000,195352,2420,5008.0,,102122,85802,814824.0,181709.0,481166,151949,,1280107.0
1993,OH,Ohio,11091000,55915,667,5444.0,,21373,28431,441550.0,97394.0,295880,48276,,623957.0
1993,OK,Oklahoma,3231000,20512,273,1592.0,,3935,14712,150546.0,39903.0,95111,15532,,225946.0
1993,OR,Oregon,3032000,15254,140,1554.0,,3930,9630,159558.0,31072.0,110878,17608,,215654.0
1993,PA,Pennsylvania,12048000,50295,823,3195.0,,21563,24714,343841.0,70125.0,220683,53033,,489798.0
1993,RI,Rhode Island,1000000,4017,39,286.0,,1011,2681,40973.0,10409.0,24101,6463,,58119.0
1993,SC,South Carolina,3643000,37281,377,1905.0,,6825,28174,177779.0,47695.0,117553,12531,,291306.0
1993,SD,South Dakota,715000,1490,24,318.0,,107,1041,19661.0,3927.0,14915,819,,26143.0
1993,TN,Tennessee,5099000,39047,521,2544.0,,11224,24758,228117.0,60299.0,137683,30135,,352742.0
1993,TX,Texas,18031000,137419,2147,9922.0,,40469,84881,1023612.0,233913.0,664862,124837,,1481972.0
1993,UT,Utah,1860000,5599,58,829.0,,1090,3622,91816.0,14708.0,72603,4505,,115803.0
1993,VA,Virginia,6491000,24160,539,2083.0,,9216,12322,242975.0,43338.0,181104,18533,,323334.0
1993,VT,Vermont,576000,658,21,229.0,,52,356,22223.0,5036.0,16423,764,,28294.0
1993,WA,Washington,5255000,27040,271,3384.0,,7204,16181,285753.0,56083.0,205701,23969,,385328.0
1993,WI,Wisconsin,5038000,13321,222,1269.0,,5714,6116,190923.0,33400.0,139148,18375,,243982.0
1993,WV,West Virginia,1820000,3793,126,365.0,,782,2520,42300.0,10904.0,28456,2940,,59643.0
1993,WY,Wyoming,470000,1345,16,161.0,,81,1087,18221.0,3023.0,14470,728,,23692.0
1994,,,260327021,1857670,23326,102216.0,,618949,1113179,12131873.0,2712774.0,7879812,1539287,,17838822.0
1994,AK,Alaska,606000,4644,38,418.0,,886,3302,29947.0,4848.0,21824,3275,,42779.0
1994,AL,Alabama,4219000,28844,501,1487.0,,7223,19633,178015.0,44064.0,119951,14000,,271057.0
1994,AR,Arkansas,2453000,14598,294,1028.0,,3158,10118,103115.0,26911.0,68478,7726,,155036.0
1994,AZ,Arizona,4075000,28653,426,1465.0,,6601,20161,294273.0,60157.0,190649,43467,,403670.0
1994,CA,California,31431000,318395,3703,10984.0,,112160,191548,1622102.0,384257.0,929640,308205,,2520005.0
1994,CO,Colorado,3656000,18632,199,1579.0,,3910,12944,175808.0,33843.0,127600,14365,,241426.0
1994,CT,Connecticut,3275000,14916,215,806.0,,6150,7745,134030.0,29142.0,84721,20167,,186048.0
1994,DC,District of Columbia,570000,15177,399,249.0,,6311,8218,48009.0,10037.0,29711,8261,,81840.0
1994,DE,Delaware,706000,4549,33,546.0,,1141,2829,29971.0,6198.0,20828,2945,,43580.0
1994,FL,Florida,13953000,160016,1165,7301.0,,45871,105679,991105.0,237341.0,626578,127186,,1495306.0
1994,GA,Georgia,7055000,47103,703,2448.0,,15703,28249,376926.0,81406.0,256208,39312,,534387.0
1994,HI,Hawaii,1179000,3091,50,359.0,,1221,1461,75672.0,14029.0,55260,6383,,94303.0
1994,IA,Iowa,2829000,8914,47,666.0,,1327,6874,94475.0,18872.0,70507,5096,,129182.0
1994,ID,Idaho,1133000,3238,40,316.0,,209,2673,42954.0,8147.0,32597,2210,,57052.0
1994,IL,Illinois,11752000,112928,1378,3913.0,,43788,63849,548222.0,118116.0,363888,66218,,844493.0
1994,IN,Indiana,5752000,30205,453,2046.0,,7490,20216,233975.0,48921.0,160043,25011,,333770.0
1994,KS,Kansas,2554000,11314,170,1055.0,,2940,7149,112477.0,28635.0,75459,8383,,159745.0
1994,KY,Kentucky,3827000,16991,244,1350.0,,3595,11802,110725.0,28718.0,73449,8558,,168480.0
1994,LA,Louisiana,4315000,42369,856,1923.0,,11530,28060,245488.0,55188.0,164081,26219,,371961.0
1994,MA,Massachusetts,6041000,42749,214,1825.0,,10160,30550,225532.0,53222.0,129962,42348,,352267.0
1994,MD,Maryland,5006000,47457,579,2035.0,,20147,24696,259039.0,52234.0,168608,38197,,384005.0
1994,ME,Maine,1240000,1611,28,318.0,,278,987,38971.0,8938.0,28257,1776,,50535.0
1994,MI,Michigan,9496000,72751,927,6720.0,,21733,43371,444325.0,91849.0,290172,62304,,653223.0
1994,MN,Minnesota,4567000,16397,147,2725.0,,5370,8155,181856.0,36157.0,131344,14355,,242712.0
1994,MO,Missouri,5278000,39240,554,1955.0,,12178,24553,240898.0,55577.0,158283,27038,,360822.0
1994,MT,Montana,856000,1516,28,233.0,,280,975,41445.0,6178.0,32817,2450,,50142.0
1994,NC,North Carolina,7070000,46308,772,2334.0,,12811,30391,351397.0,104118.0,225937,21342,,532986.0
1994,ND,North Dakota,638000,522,1,149.0,,71,301,16933.0,2070.0,13899,964,,19827.0
1994,NE,Nebraska,1623000,6322,51,500.0,,1223,4548,65746.0,10963.0,48547,6236,,87630.0
1994,NH,New Hampshire,1137000,1328,16,407.0,,308,597,29837.0,5275.0,22260,2302,,37053.0
1994,NJ,New Jersey,7904000,48544,396,1972.0,,22762,23414,319856.0,72074.0,195618,52164,,464284.0
1994,NM,New Mexico,1654000,14708,177,866.0,,2329,11336,87638.0,21945.0,57343,8350,,135804.0
1994,NV,Nevada,1457000,14597,170,1001.0,,5134,8292,82693.0,19735.0,51893,11065,,125487.0
1994,NY,New York,18169000,175433,2016,4700.0,,86617,82100,745845.0,164650.0,452322,128873,,1170044.0
1994,OH,Ohio,11102000,53930,662,5231.0,,20821,27216,441380.0,96175.0,297792,47413,,619363.0
1994,OK,Oklahoma,3258000,21225,226,1616.0,,4174,15209,160250.0,40764.0,104025,15461,,237674.0
1994,OR,Oregon,3086000,16067,150,1333.0,,4264,10320,178240.0,33970.0,122506,21764,,238747.0
1994,PA,Pennsylvania,12052000,51425,712,3145.0,,22497,25071,342901.0,66468.0,222280,54153,,486577.0
1994,RI,Rhode Island,997000,3744,41,273.0,,870,2560,37323.0,9101.0,23039,5183,,52769.0
1994,SC,South Carolina,3664000,37756,353,1991.0,,6817,28595,182114.0,46678.0,122252,13184,,295496.0
1994,SD,South Dakota,721000,1641,10,303.0,,135,1193,20726.0,3938.0,15916,872,,27508.0
1994,TN,Tennessee,5175000,38705,482,2545.0,,10735,24943,226247.0,59080.0,138173,28994,,349457.0
1994,TX,Texas,18378000,129838,2022,9102.0,,37643,81071,949387.0,214687.0,623947,110753,,1377005.0
1994,UT,Utah,1908000,5810,56,806.0,,1213,3735,95332.0,15089.0,74554,5689,,120022.0
1994,VA,Virginia,6552000,23437,571,1868.0,,8704,12294,241763.0,41855.0,181619,18289,,319920.0
